id,nome
1,ACRE
2,ALAGOAS
3,"AMAPÁ"
4,AMAZONAS
5,BAHIA
6,"CEARÁ"
7,"DISTRITO FEDERAL"
8,"ESPÍRITO SANTO"
9,"GOIÁS"
10,"MARANHÃO"
11,"MATO GROSSO"
12,"MATO GROSSO DO SUL"
13,"MINAS GERAIS"
14,"PARANÁ"
15,"PARAÍBA"
16,"PARÁ"
17,PERNAMBUCO
18,"PIAUÍ"
19,"RIO DE JANEIRO"
20,"RIO GRANDE DO NORTE"
21,"RIO GRANDE DO SUL"
22,"RONDÔNIA"
23,RORAIMA
24,"SANTA CATARINA"
25,SERGIPE
26,"SÃO PAULO"
27,TOCANTINS
